interaction_type,duration,page_or_product,age,converted
11,243.0,32,26.0,0
12,35.0,18,33.0,1
12,37.0,18,37.0,1
12,34.0,21,32.0,1
12,10.0,18,18.0,1
7,6.0,30,18.0,0
12,52.5,3,38.0,1
12,11.0,22,28.0,1
12,109.0,28,41.0,1
12,17.0,27,29.0,1
12,6.0,18,44.0,1
12,204.0,8,37.0,1
11,128.0,1,50.0,0
12,28.0,18,33.0,1
12,105.0,5,21.0,1
6,60.0,19,53.0,0
12,8.0,17,47.0,1
1,2.0,12,33.0,0
11,250.0,23,38.0,0
12,265.0,1,35.0,1
12,75.0,21,32.0,1
13,124.0,28,35.0,0
12,21.0,21,37.0,1
12,54.0,21,36.0,1
12,159.5,31,51.0,1
12,10.0,21,44.0,1
12,15.5,21,34.0,1
12,78.0,22,29.0,1
12,63.0,3,34.0,1
12,76.0,26,32.0,1
12,26.0,18,43.0,1
6,92.0,21,43.0,0
12,81.0,21,47.0,1
12,37.0,17,18.0,1
12,28.0,18,60.0,1
12,150.0,14,47.0,1
12,7.0,18,49.0,1
12,21.5,22,26.0,1
12,68.0,15,39.0,1
12,96.0,19,20.0,1
12,7.0,21,36.0,1
12,43.0,21,45.0,1
12,81.0,18,60.0,1
12,17.0,22,29.0,1
2,16.0,10,18.0,0
12,37.5,16,23.0,1
9,40.0,18,30.0,0
12,20.0,27,33.0,1
12,141.0,27,45.0,1
4,44.0,6,34.0,0
7,5.0,26,48.0,0
12,7.0,19,28.0,1
12,114.0,22,21.0,1
12,56.0,18,30.0,1
12,31.0,22,39.0,1
12,116.0,18,32.0,1
12,23.0,19,26.0,1
12,81.0,18,32.0,1
12,73.0,21,28.0,1
13,209.0,25,28.0,0
12,20.0,3,24.0,1
12,42.0,31,18.0,1
12,70.0,19,46.0,1
12,44.5,26,51.0,1
12,32.0,18,31.0,1
12,112.5,27,37.0,1
12,111.0,27,36.0,1
12,13.0,21,42.0,1
9,15.0,26,49.0,0
12,40.0,22,18.0,1
12,37.0,22,20.0,1
12,172.0,17,23.0,1
12,126.0,18,46.0,1
12,54.0,18,34.0,1
12,102.5,18,33.0,1
12,37.5,31,60.0,1
12,16.0,21,32.0,1
11,109.0,1,45.0,0
11,265.0,11,23.0,0
12,10.0,27,34.0,1
12,66.0,19,60.0,1
12,50.0,22,27.0,1
12,80.0,26,37.0,1
12,84.0,26,32.0,1
12,52.5,15,38.0,1
12,136.5,26,43.0,1
12,96.0,26,20.0,1
12,2.0,21,43.0,1
12,30.0,18,31.0,1
12,102.5,16,33.0,1
7,4.0,18,18.0,0
11,94.0,20,33.0,0
12,51.0,26,32.0,1
12,45.0,21,18.0,1
12,10.0,27,32.0,1
12,225.0,14,41.0,1
12,41.5,18,52.0,1
12,41.0,21,31.0,1
12,30.5,31,55.0,1
12,51.5,22,24.0,1
12,7.0,31,51.0,1
12,78.0,21,33.0,1
12,138.0,22,27.0,1
6,23.0,14,19.0,0
7,1.0,19,19.0,0
12,59.0,18,38.0,1
12,65.0,18,40.0,1
12,54.0,21,35.0,1
12,42.5,18,49.0,1
12,119.0,21,35.0,1
12,78.0,18,28.0,1
12,3.5,18,51.0,1
2,93.0,9,22.0,0
10,3.0,10,37.0,0
12,63.0,26,18.0,1
12,142.5,18,50.0,1
12,60.0,18,37.0,1
12,50.0,18,41.0,1
12,38.0,18,43.0,1
12,10.0,26,38.0,1
12,51.0,21,40.0,1
12,19.0,17,40.0,1
12,265.0,13,18.0,1
12,69.0,19,53.0,1
2,119.0,20,28.0,0
10,2.0,13,40.0,0
12,76.0,3,32.0,1
12,106.5,18,31.0,1
12,78.0,27,33.0,1
12,148.0,18,58.0,1
12,47.0,3,35.0,1
7,8.0,18,39.0,0
12,10.0,18,34.0,1
12,22.5,27,36.0,1
12,44.0,21,45.0,1
12,29.0,21,39.0,1
12,91.5,18,33.0,1
12,131.0,26,44.0,1
12,33.0,30,33.0,1
12,12.5,27,37.0,1
8,8.0,3,24.0,0
12,42.0,27,48.0,1
6,48.0,19,25.0,0
12,42.5,18,31.0,1
12,7.0,22,27.0,1
11,61.0,11,35.0,0
12,41.5,18,32.0,1
12,51.0,27,36.0,1
12,58.0,31,23.0,1
12,25.5,21,48.0,1
12,63.0,27,18.0,1
12,68.0,27,39.0,1
1,4.0,11,51.0,0
12,89.5,26,38.0,1
12,20.0,3,18.0,1
2,53.0,0,42.0,0
8,4.0,27,18.0,0
10,8.0,24,50.0,0
12,39.0,27,38.0,1
12,102.5,21,42.0,1
12,8.0,27,41.0,1
12,125.0,10,18.0,1
3,20.0,7,30.0,0
12,9.0,27,22.0,1
12,8.5,18,49.0,1
1,10.0,10,30.0,0
12,54.5,15,18.0,1
3,9.0,6,18.0,0
12,32.5,16,33.0,1
7,7.0,22,28.0,0
12,14.0,26,38.0,1
12,98.0,26,30.0,1
11,89.0,10,41.0,0
12,18.5,3,18.0,1
12,39.0,27,37.0,1
3,16.0,0,18.0,0
12,22.5,3,27.0,1
12,96.0,19,20.0,1
12,32.0,22,21.0,1
12,96.0,3,26.0,1
12,15.5,26,34.0,1
12,46.0,22,32.0,1
12,32.0,21,46.0,1
12,54.0,18,48.0,1
8,9.0,18,25.0,0
12,13.0,21,18.0,1
12,206.0,19,32.0,1
12,42.0,22,18.0,1
12,10.0,26,33.0,1
11,140.0,25,37.0,0
12,39.0,27,38.0,1
12,75.0,18,32.0,1
12,106.5,26,31.0,1
8,2.0,27,30.0,0
12,64.5,21,43.0,1
12,106.5,26,31.0,1
12,7.5,18,33.0,1
12,34.0,18,39.0,1
12,52.5,19,38.0,1
3,41.0,28,33.0,0
2,67.0,0,34.0,0
11,189.0,10,18.0,0
12,130.0,18,50.0,1
12,85.0,18,31.0,1
8,3.0,21,44.0,0
12,113.0,21,30.0,1
12,96.0,19,26.0,1
12,41.5,26,26.0,1
12,37.0,26,20.0,1
12,17.0,27,37.0,1
12,53.0,4,39.0,1
12,9.0,18,40.0,1
12,9.0,22,22.0,1
12,54.5,22,18.0,1
12,42.0,4,35.0,1
12,127.0,18,42.0,1
12,148.0,18,43.0,1
13,125.0,7,32.0,0
7,9.0,18,18.0,0
11,265.0,23,30.0,0
12,140.5,27,42.0,1
12,19.5,19,42.0,1
12,97.0,18,49.0,1
6,33.0,31,18.0,0
12,10.0,31,53.0,1
7,10.0,19,38.0,0
4,34.0,7,40.0,0
7,5.0,21,22.0,0
11,178.0,0,50.0,0
12,5.5,31,33.0,1
6,15.0,22,38.0,0
11,160.0,8,36.0,0
12,7.0,21,36.0,1
8,5.0,26,29.0,0
12,148.0,3,58.0,1
12,136.5,26,43.0,1
11,213.0,25,22.0,0
12,140.5,27,42.0,1
3,15.0,13,22.0,0
11,177.0,13,28.0,0
11,216.0,11,32.0,0
12,34.0,21,39.0,1
2,26.0,13,18.0,0
6,54.0,27,18.0,0
3,26.0,24,18.0,0
3,11.0,6,32.0,0
12,126.0,18,36.0,1
12,34.0,19,34.0,1
12,59.0,31,45.0,1
12,53.0,27,40.0,1
6,112.0,22,42.0,0
11,127.0,12,36.0,0
12,33.0,18,33.0,1
12,69.5,18,55.0,1
11,235.0,11,56.0,0
12,47.0,21,32.0,1
9,59.0,16,32.0,0
12,58.0,27,25.0,1
12,94.0,19,33.0,1
12,32.0,31,31.0,1
12,265.0,8,35.0,1
12,24.0,21,23.0,1
12,57.0,21,26.0,1
12,32.0,18,30.0,1
12,35.5,27,44.0,1
12,64.0,18,53.0,1
7,1.0,26,30.0,0
7,80.0,19,37.0,0
12,52.0,26,33.0,1
3,41.0,11,60.0,0
12,98.5,4,41.0,1
12,29.0,26,33.0,1
3,16.0,10,52.0,0
12,29.0,27,33.0,1
12,206.0,16,32.0,1
12,24.5,30,38.0,1
12,55.0,30,38.0,1
12,49.0,21,51.0,1
12,32.5,31,45.0,1
12,93.0,19,55.0,1
13,161.0,24,60.0,0
12,166.0,31,45.0,1
3,32.0,1,33.0,0
12,29.5,3,21.0,1
12,52.0,16,20.0,1
12,51.0,27,40.0,1
12,17.0,26,37.0,1
12,86.0,19,35.0,1
12,21.0,21,32.0,1
12,113.0,26,30.0,1
11,142.0,5,30.0,0
12,65.5,15,33.0,1
12,125.0,18,36.0,1
12,6.0,18,41.0,1
11,252.0,9,18.0,0
12,7.0,18,31.0,1
12,10.0,27,34.0,1
8,8.0,27,18.0,0
3,52.0,24,47.0,0
8,10.0,31,33.0,0
12,20.0,18,40.0,1
12,66.5,31,49.0,1
12,76.0,3,28.0,1
11,237.0,1,25.0,0
12,40.5,21,33.0,1
12,47.0,26,32.0,1
12,94.5,19,29.0,1
12,44.5,27,38.0,1
12,110.0,3,18.0,1
12,14.0,21,38.0,1
12,22.5,27,36.0,1
6,155.0,19,35.0,0
12,100.5,21,51.0,1
12,17.5,3,25.0,1
12,7.5,18,53.0,1
12,59.0,21,43.0,1
12,48.5,21,24.0,1
5,61.0,18,39.0,0
12,152.0,22,18.0,1
12,113.0,21,42.0,1
12,131.0,20,44.0,1
12,59.0,26,43.0,1
12,42.5,27,31.0,1
12,55.0,22,29.0,1
9,57.0,2,32.0,0
12,40.5,31,29.0,1
3,10.0,3,36.0,0
7,4.0,21,26.0,0
12,18.0,22,18.0,1
5,19.0,21,56.0,0
12,67.0,19,21.0,1
12,103.0,27,37.0,1
2,43.0,23,45.0,0
12,9.0,18,42.0,1
8,1.0,21,47.0,0
6,99.0,16,18.0,0
10,2.0,10,35.0,0
12,8.0,21,34.0,1
12,11.0,18,47.0,1
11,105.0,0,22.0,0
12,29.5,21,59.0,1
12,33.0,3,33.0,1
12,94.5,16,29.0,1
10,8.0,14,27.0,0
12,23.0,19,28.0,1
11,172.0,14,33.0,0
12,78.0,31,18.0,1
12,7.0,27,22.0,1
12,107.0,26,25.0,1
11,133.0,28,39.0,0
3,17.0,11,19.0,0
12,31.0,21,39.0,1
12,52.0,21,20.0,1
12,31.0,17,39.0,1
11,167.0,32,39.0,0
11,137.0,12,35.0,0
12,79.0,4,50.0,1
7,10.0,22,33.0,0
12,16.5,18,53.0,1
12,2.0,18,43.0,1
12,28.0,18,50.0,1
12,206.0,22,32.0,1
13,222.0,5,43.0,0
12,58.0,21,39.0,1
12,49.5,27,36.0,1
12,65.0,18,35.0,1
8,4.0,21,27.0,0
12,85.0,26,26.0,1
12,17.5,27,43.0,1
12,102.5,18,42.0,1
12,129.0,21,38.0,1
12,186.0,11,35.0,1
12,69.5,21,34.0,1
12,41.0,27,31.0,1
12,18.0,18,32.0,1
12,37.0,26,20.0,1
12,56.0,3,24.0,1
11,212.0,9,27.0,0
12,15.5,18,32.0,1
12,21.0,18,37.0,1
11,191.0,13,35.0,0
12,20.0,26,24.0,1
12,40.0,18,43.0,1
12,9.0,17,37.0,1
12,138.0,22,27.0,1
12,79.0,21,50.0,1
12,248.0,1,48.0,1
7,5.0,18,30.0,0
12,88.0,26,35.0,1
12,120.0,18,57.0,1
12,44.0,21,35.0,1
11,190.0,11,18.0,0
12,32.5,21,46.0,1
12,12.0,26,42.0,1
12,41.5,18,41.0,1
12,226.0,5,20.0,1
7,4.0,27,32.0,0
12,29.0,21,50.0,1
12,141.0,4,45.0,1
12,11.0,21,50.0,1
12,10.0,18,36.0,1
13,126.0,25,18.0,0
12,17.5,26,22.0,1
12,9.0,27,29.0,1
12,8.0,27,37.0,1
4,39.0,10,32.0,0
12,163.0,7,41.0,1
12,97.0,28,49.0,1
12,29.0,21,50.0,1
12,39.0,18,38.0,1
12,67.0,22,21.0,1
12,110.5,27,40.0,1
12,65.0,18,35.0,1
12,59.0,21,45.0,1
12,76.0,18,32.0,1
12,12.0,21,42.0,1
12,113.5,21,31.0,1
12,79.0,21,35.0,1
12,64.5,27,43.0,1
12,144.0,21,41.0,1
12,8.0,26,27.0,1
12,8.0,26,27.0,1
12,154.0,5,31.0,1
12,131.0,18,44.0,1
12,60.0,18,37.0,1
12,7.0,21,31.0,1
3,58.0,23,31.0,0
12,39.0,18,32.0,1
6,152.0,26,37.0,0
12,92.0,26,39.0,1
8,8.0,19,33.0,0
12,161.0,16,41.0,1
12,41.0,17,25.0,1
12,18.5,22,18.0,1
4,40.0,0,56.0,0
12,53.0,18,40.0,1
3,17.0,8,33.0,0
12,45.0,26,25.0,1
12,39.0,18,38.0,1
12,65.0,26,35.0,1
12,35.5,26,44.0,1
0,3.0,1,30.0,0
12,6.5,22,60.0,1
12,87.0,18,40.0,1
3,29.0,1,21.0,0
3,28.0,32,39.0,0
13,214.0,10,38.0,0
12,23.0,31,41.0,1
12,66.5,26,44.0,1
9,15.0,16,32.0,0
12,6.0,15,32.0,1
12,65.5,3,34.0,1
3,54.0,5,20.0,0
12,63.5,26,18.0,1
12,31.0,19,28.0,1
12,175.0,25,35.0,1
6,72.0,21,33.0,0
12,16.0,17,32.0,1
12,78.5,3,18.0,1
12,10.0,18,33.0,1
12,155.0,26,38.0,1
12,118.0,16,40.0,1
12,62.0,12,18.0,1
12,74.0,21,40.0,1
12,104.0,18,34.0,1
4,37.0,29,35.0,0
12,17.0,21,37.0,1
12,10.0,21,32.0,1
7,5.0,16,50.0,0
12,20.5,21,52.0,1
12,196.0,1,31.0,1
12,248.0,12,18.0,1
3,20.0,6,18.0,0
12,60.0,26,37.0,1
12,64.0,31,42.0,1
12,52.5,3,18.0,1
12,265.0,20,35.0,1
12,148.0,22,23.0,1
12,59.0,21,32.0,1
12,10.0,31,32.0,1
12,132.0,21,50.0,1
12,91.5,22,19.0,1
12,40.0,3,18.0,1
12,54.0,31,44.0,1
6,104.0,18,52.0,0
12,120.0,18,39.0,1
12,127.0,3,35.0,1
12,31.0,27,28.0,1
12,63.0,22,21.0,1
12,167.0,23,35.0,1
12,114.0,18,52.0,1
12,125.5,26,34.0,1
12,46.0,27,25.0,1
12,59.0,26,43.0,1
12,26.0,21,30.0,1
8,1.0,21,34.0,0
12,64.5,15,27.0,1
12,22.0,26,36.0,1
12,33.5,26,37.0,1
12,29.5,30,37.0,1
12,71.0,3,18.0,1
2,100.0,25,45.0,0
12,35.0,22,18.0,1
12,138.0,27,27.0,1
12,23.0,18,45.0,1
12,187.0,19,27.0,1
12,148.0,18,47.0,1
8,2.0,21,20.0,0
12,129.5,15,37.0,1
12,26.5,18,27.0,1
12,41.0,22,38.0,1
12,62.5,17,25.0,1
12,30.0,21,42.0,1
8,8.0,27,30.0,0
12,181.0,24,18.0,1
6,79.0,27,50.0,0
2,9.0,14,44.0,0
12,55.0,18,30.0,1
12,109.5,26,26.0,1
12,202.0,8,20.0,1
3,7.0,9,31.0,0
8,6.0,30,30.0,0
12,161.0,3,21.0,1
12,96.0,31,58.0,1
12,131.0,27,44.0,1
6,102.0,27,35.0,0
12,11.0,26,29.0,1
12,53.0,18,40.0,1
0,3.0,7,34.0,0
1,1.0,24,18.0,0
12,6.0,21,30.0,1
12,45.0,22,25.0,1
12,19.0,21,39.0,1
12,5.5,17,42.0,1
12,121.0,27,33.0,1
12,37.5,21,31.0,1
12,144.0,7,43.0,1
12,64.5,18,27.0,1
12,55.0,19,19.0,1
12,55.0,26,29.0,1
12,14.0,18,38.0,1
12,131.0,18,44.0,1
8,10.0,2,25.0,0
12,148.0,27,23.0,1
12,113.0,18,42.0,1
12,10.0,22,21.0,1
12,104.0,26,34.0,1
12,16.5,18,53.0,1
12,128.0,26,54.0,1
12,28.0,21,50.0,1
12,128.0,21,54.0,1
12,106.5,21,31.0,1
12,37.5,26,31.0,1
12,217.0,28,49.0,1
12,104.0,26,34.0,1
12,113.5,21,40.0,1
12,140.5,26,42.0,1
4,35.0,10,33.0,0
12,54.5,3,18.0,1
12,51.0,3,32.0,1
12,26.0,15,37.0,1
12,39.0,18,37.0,1
12,55.0,18,36.0,1
12,161.0,26,41.0,1
2,44.0,28,21.0,0
12,35.0,27,33.0,1
12,91.0,17,30.0,1
12,58.0,19,23.0,1
12,54.0,21,31.0,1
11,163.0,5,27.0,0
12,54.0,27,36.0,1
12,47.0,17,35.0,1
12,30.5,18,53.0,1
12,30.0,17,42.0,1
6,43.0,18,18.0,0
12,9.0,19,22.0,1
12,7.0,3,51.0,1
13,160.0,9,32.0,0
12,86.0,26,56.0,1
12,78.5,22,18.0,1
7,4.0,26,42.0,0
9,55.0,21,40.0,0
12,10.0,26,32.0,1
12,42.0,18,47.0,1
12,119.0,18,35.0,1
12,30.0,27,31.0,1
12,53.0,27,39.0,1
10,1.0,20,47.0,0
12,100.5,18,51.0,1
12,123.0,20,20.0,1
12,65.5,18,35.0,1
6,47.0,21,32.0,0
3,51.0,9,53.0,0
7,8.0,18,44.0,0
12,29.5,26,27.0,1
10,2.0,9,23.0,0
12,213.0,30,32.0,1
8,74.0,18,37.0,0
12,10.0,16,32.0,1
12,34.0,31,39.0,1
6,15.0,27,21.0,0
3,23.0,11,18.0,0
12,89.0,27,31.0,1
2,37.0,7,20.0,0
3,55.0,14,23.0,0
12,118.0,18,39.0,1
12,121.0,4,28.0,1
2,20.0,13,22.0,0
6,142.0,18,27.0,0
12,34.0,21,55.0,1
12,28.0,19,37.0,1
12,13.0,22,26.0,1
11,159.0,25,53.0,0
12,60.5,18,37.0,1
12,35.0,18,19.0,1
7,10.0,31,37.0,0
12,37.5,18,60.0,1
12,60.0,3,32.0,1
11,138.0,6,33.0,0
13,71.0,9,38.0,0
12,58.5,27,39.0,1
13,257.0,6,42.0,0
12,187.0,22,27.0,1
12,175.0,27,36.0,1
12,26.0,18,37.0,1
12,106.5,31,31.0,1
12,8.0,26,40.0,1
6,15.0,30,18.0,0
12,93.0,18,35.0,1
12,51.0,18,32.0,1
6,33.0,21,33.0,0
7,8.0,27,51.0,0
10,7.0,6,27.0,0
12,60.5,15,37.0,1
11,164.0,10,33.0,0
12,48.0,26,38.0,1
12,41.0,21,33.0,1
12,8.5,18,47.0,1
12,16.0,22,24.0,1
9,51.0,21,44.0,0
12,88.0,26,41.0,1
12,104.0,18,34.0,1
11,184.0,5,40.0,0
12,58.5,18,36.0,1
6,81.0,21,37.0,0
12,91.0,21,30.0,1
1,3.0,6,32.0,0
7,5.0,18,27.0,0
6,48.0,3,32.0,0
12,98.5,18,50.0,1
12,110.5,18,40.0,1
8,4.0,27,26.0,0
3,11.0,28,18.0,0
7,6.0,22,18.0,0
12,50.5,21,27.0,1
12,47.0,18,32.0,1
12,54.0,18,36.0,1
12,113.0,18,35.0,1
12,145.5,3,18.0,1
11,76.0,6,25.0,0
12,9.5,4,25.0,1
12,91.5,19,29.0,1
13,149.0,10,29.0,0
12,51.0,30,32.0,1
3,9.0,29,30.0,0
12,8.0,26,27.0,1
13,163.0,29,18.0,0
3,30.0,20,31.0,0
12,142.5,21,50.0,1
12,261.0,23,36.0,1
12,17.0,4,29.0,1
12,70.0,19,21.0,1
12,33.0,18,51.0,1
3,58.0,32,30.0,0
12,56.5,18,39.0,1
2,53.0,29,41.0,0
12,48.0,3,38.0,1
12,50.0,22,28.0,1
12,91.5,18,41.0,1
8,1.0,18,49.0,0
12,22.0,3,27.0,1
12,37.0,18,44.0,1
12,21.0,21,32.0,1
12,95.0,21,18.0,1
12,10.0,21,38.0,1
12,134.5,27,36.0,1
12,10.0,27,28.0,1
11,62.0,11,25.0,0
2,87.0,29,45.0,0
12,129.0,27,38.0,1
2,79.0,12,21.0,0
6,50.0,22,39.0,0
4,11.0,28,41.0,0
7,9.0,19,53.0,0
11,265.0,8,21.0,0
12,122.0,3,28.0,1
12,42.0,31,45.0,1
12,49.0,18,34.0,1
12,25.0,3,26.0,1
5,99.0,22,26.0,0
12,34.0,18,39.0,1
12,62.0,20,37.0,1
12,39.0,18,38.0,1
2,30.0,32,52.0,0
2,96.0,8,18.0,0
3,26.0,1,18.0,0
12,122.0,22,23.0,1
12,6.0,27,32.0,1
12,35.0,22,19.0,1
13,116.0,8,18.0,0
12,265.0,12,47.0,1
12,103.0,27,32.0,1
12,148.0,26,43.0,1
4,47.0,20,39.0,0
6,176.0,30,46.0,0
13,88.0,6,22.0,0
12,59.0,27,34.0,1
12,106.5,21,31.0,1
7,6.0,3,18.0,0
12,74.0,23,33.0,1
2,69.0,8,37.0,0
12,35.0,18,31.0,1
12,20.0,4,29.0,1
12,265.0,14,48.0,1
6,80.0,21,32.0,0
8,4.0,27,52.0,0
12,151.5,27,28.0,1
11,106.0,7,41.0,0
12,47.0,27,40.0,1
7,3.0,16,48.0,0
12,10.0,31,34.0,1
12,33.5,26,37.0,1
12,88.0,18,35.0,1
11,122.0,0,34.0,0
8,9.0,26,36.0,0
12,51.0,27,25.0,1
12,91.5,26,41.0,1
12,145.5,27,18.0,1
12,72.5,26,43.0,1
12,80.0,27,37.0,1
12,145.5,27,18.0,1
12,18.5,18,40.0,1
12,94.5,26,29.0,1
11,131.0,20,44.0,0
12,24.0,22,23.0,1
12,73.0,19,28.0,1
12,67.0,27,27.0,1
12,112.5,15,30.0,1
12,151.0,26,41.0,1
12,100.5,19,47.0,1
12,60.5,31,37.0,1
10,7.0,5,55.0,0
3,14.0,6,50.0,0
12,4.0,18,44.0,1
12,16.0,26,24.0,1
12,106.0,18,39.0,1
12,28.0,21,60.0,1
11,86.0,24,38.0,0
5,77.0,16,35.0,0
8,4.0,3,43.0,0
12,33.0,18,44.0,1
12,23.0,22,45.0,1
7,5.0,26,18.0,0
12,58.0,19,23.0,1
12,10.0,18,32.0,1
7,5.0,2,33.0,0
12,126.0,21,46.0,1
12,62.0,27,28.0,1
3,7.0,5,20.0,0
12,265.0,7,44.0,1
7,5.0,21,28.0,0
12,9.0,27,42.0,1
11,145.0,24,28.0,0
13,84.0,5,30.0,0
12,236.0,9,28.0,1
12,144.0,21,41.0,1
6,76.0,30,30.0,0
12,110.0,19,18.0,1
8,1.0,21,22.0,0
6,82.0,27,18.0,0
12,155.0,21,38.0,1
12,48.0,18,60.0,1
6,112.0,27,18.0,0
3,57.0,8,43.0,0
12,71.0,27,20.0,1
8,35.0,22,18.0,0
12,82.0,0,32.0,1
3,58.0,1,18.0,0
12,26.0,15,30.0,1
0,5.0,32,30.0,0
3,33.0,13,51.0,0
12,81.0,18,32.0,1
9,38.0,3,33.0,0
12,29.0,18,39.0,1
12,116.5,27,26.0,1
12,9.0,18,42.0,1
11,117.0,6,38.0,0
13,91.0,32,44.0,0
2,68.0,20,27.0,0
2,99.0,11,54.0,0
12,83.0,26,29.0,1
6,168.0,18,25.0,0
12,140.0,13,20.0,1
11,208.0,0,23.0,0
2,61.0,11,20.0,0
12,32.0,30,18.0,1
11,265.0,5,37.0,0
9,23.0,27,34.0,0
12,10.0,18,33.0,1
12,11.0,31,47.0,1
10,6.0,13,28.0,0
6,17.0,3,33.0,0
12,26.0,21,37.0,1
11,211.0,1,33.0,0
12,126.0,21,36.0,1
6,96.0,2,37.0,0
12,59.0,21,37.0,1
11,164.0,24,33.0,0
12,46.0,17,25.0,1
12,122.5,17,60.0,1
11,51.0,6,19.0,0
12,142.0,31,49.0,1
12,42.0,19,18.0,1
12,81.5,22,26.0,1
12,8.5,21,49.0,1
11,137.0,13,32.0,0
2,71.0,29,20.0,0
12,10.0,19,53.0,1
8,8.0,19,32.0,0
12,9.0,18,37.0,1
12,134.5,18,36.0,1
12,10.0,21,56.0,1
11,265.0,7,33.0,0
6,78.0,27,18.0,0
12,31.0,26,31.0,1
7,9.0,27,45.0,0
6,167.0,18,18.0,0
7,7.0,31,48.0,0
13,138.0,1,34.0,0
12,74.0,18,37.0,1
12,91.0,27,42.0,1
3,9.0,12,20.0,0
7,2.0,3,41.0,0
12,34.5,27,33.0,1
12,39.0,19,20.0,1
7,1.0,18,33.0,0
6,57.0,19,45.0,0
11,265.0,24,39.0,0
12,49.5,21,41.0,1
8,9.0,18,38.0,0
12,57.0,31,45.0,1
4,39.0,8,28.0,0
12,58.0,21,59.0,1
12,71.0,26,20.0,1
12,17.0,27,27.0,1
12,35.5,27,30.0,1
12,149.0,9,24.0,1
12,51.0,22,32.0,1
12,68.0,21,39.0,1
12,41.0,26,33.0,1
12,41.0,26,33.0,1
12,85.0,18,39.0,1
8,9.0,19,36.0,0
12,29.0,27,41.0,1
12,9.0,3,22.0,1
12,45.5,3,18.0,1
12,44.0,27,22.0,1
12,42.5,21,56.0,1
10,2.0,13,26.0,0
8,2.0,18,18.0,0
12,62.5,18,31.0,1
12,46.0,18,40.0,1
12,35.5,27,44.0,1
13,240.0,32,39.0,0
12,26.0,26,29.0,1
1,9.0,5,38.0,0
12,119.0,18,39.0,1
12,17.5,19,29.0,1
12,103.0,26,44.0,1
12,155.0,10,26.0,1
8,8.0,18,25.0,0
12,98.0,27,30.0,1
11,224.0,0,33.0,0
12,130.0,19,50.0,1
8,8.0,31,39.0,0
6,171.0,30,47.0,0
13,121.0,11,43.0,0
12,114.0,21,55.0,1
11,198.0,0,27.0,0
12,61.0,26,31.0,1
12,102.5,19,18.0,1
12,206.0,18,32.0,1
12,164.0,13,37.0,1
11,104.5,0,30.0,0
12,8.0,26,37.0,1
12,89.0,16,31.0,1
12,29.0,18,35.0,1
12,89.0,17,34.0,1
12,6.5,22,18.0,1
11,197.0,12,18.0,0
13,170.0,8,38.0,0
12,116.0,26,32.0,1
9,17.0,27,32.0,0
6,81.0,27,20.0,0
12,39.5,21,35.0,1
2,45.0,5,28.0,0
10,10.0,7,33.0,0
11,76.0,23,40.0,0
12,52.0,18,34.0,1
12,76.0,21,55.0,1
7,7.0,22,32.0,0
6,81.0,16,33.0,0
12,44.5,17,38.0,1
3,28.0,24,29.0,0
12,19.0,18,39.0,1
12,186.0,27,33.0,1
12,116.5,22,26.0,1
11,265.0,13,24.0,0
12,125.0,26,35.0,1
12,19.0,18,39.0,1
12,41.5,19,26.0,1
12,9.0,21,36.0,1
6,11.0,21,42.0,0
7,4.0,2,18.0,0
12,134.5,18,36.0,1
9,20.0,18,60.0,0
12,28.0,15,34.0,1
6,145.0,21,51.0,0
1,3.0,25,22.0,0
11,182.0,24,42.0,0
1,9.0,24,32.0,0
12,60.5,21,42.0,1
7,7.0,18,18.0,0
7,7.0,2,18.0,0
12,26.0,26,29.0,1
11,67.0,23,18.0,0
12,78.5,3,18.0,1
12,63.5,22,18.0,1
12,42.0,26,35.0,1
11,179.0,6,46.0,0
7,4.0,18,41.0,0
12,79.0,26,35.0,1
12,7.5,18,33.0,1
12,44.5,18,51.0,1
12,83.0,27,25.0,1
12,9.5,27,25.0,1
12,33.0,18,51.0,1
10,3.0,29,21.0,0
6,32.0,3,26.0,0
12,81.0,4,60.0,1
12,83.0,26,36.0,1
12,51.0,19,28.0,1
0,1.0,5,30.0,0
1,9.0,7,28.0,0
12,29.5,18,59.0,1
0,1.0,32,55.0,0
12,65.0,21,35.0,1
12,34.5,22,33.0,1
12,146.0,1,28.0,1
13,191.0,13,20.0,0
8,5.0,16,18.0,0
12,64.5,16,50.0,1
12,11.0,3,25.0,1
3,50.0,13,35.0,0
12,52.5,18,38.0,1
12,24.5,21,38.0,1
12,11.0,3,25.0,1
6,81.0,30,22.0,0
12,138.0,31,27.0,1
13,94.0,25,30.0,0
12,48.0,15,60.0,1
12,30.5,31,55.0,1
12,58.0,30,25.0,1
12,80.5,21,33.0,1
12,145.5,19,18.0,1
12,66.5,30,18.0,1
8,2.0,21,39.0,0
12,132.0,27,18.0,1
1,7.0,25,35.0,0
12,62.0,28,27.0,1
12,126.0,27,36.0,1
12,12.5,19,60.0,1
12,83.5,27,31.0,1
0,4.0,20,18.0,0
12,62.5,16,25.0,1
12,84.0,18,32.0,1
12,127.0,18,38.0,1
12,59.0,26,43.0,1
12,25.0,19,18.0,1
5,100.0,30,32.0,0
12,112.5,27,30.0,1
8,2.0,2,35.0,0
12,64.0,19,29.0,1
12,47.0,18,35.0,1
8,7.0,18,33.0,0
12,10.0,18,36.0,1
12,89.0,18,34.0,1
12,33.0,30,51.0,1
